时间,tout,two,twi,ta,tpo,tpi,tin,t排,twi无,ta无,tpo无,tpi无,twi上,twi中,twi下,ta上,ta中,ta下,tpo上,tpo中,tpo下,tpi上,tpi中,tpi下,twi模拟,ta模拟,tpo模拟,tpi模拟,twi无_模拟,ta无_模拟,tpo无_模拟,tpi无_模拟,ta模拟2,tpo模拟2,tpi模拟2,ta无_模拟2,tpo无_模拟2,tpi无_模拟2
2018-09-23 15:00:00.344,35.312486,41.132444,26.023391666666665,25.36945366666667,25.19510633333333,22.94674433333333,20.250507,25.726433,26.168718,25.135691,25.350225,24.774577,26.851781,25.843814,25.37458,26.063341,25.275971,24.769049,25.880568,25.267486,24.437265,23.824753,23.036456,21.979024,26.023391666666665,25.36945366666667,25.19510633333333,22.94674433333333,26.168718,25.135691,25.350225,24.774577,25.36945366666667,25.19510633333333,22.94674433333333,25.135691,25.350225,24.774577
2018-09-23 15:01:00.344,34.738224,41.322773,26.006228000000004,25.310977333333334,25.11462133333333,22.79975566666667,20.313492,25.676404,26.165735,25.070085,25.332366,24.717255,26.835928000000006,25.829956,25.3528,26.014958,25.228573,24.689401,25.865079,25.156287,24.322498,23.709657,22.914929,21.774681,26.091287005154708,25.41694349500585,24.996710999037266,21.406323535890998,26.246607675417504,25.758200518071547,25.627791717025794,22.592394356571496,25.37340571492569,24.96393870188228,21.406110524898452,25.712902220491888,25.592017246078033,22.591801245394393
2018-09-23 15:02:00.344,34.346991,41.427851,25.992035666666666,25.351114666666664,25.06476633333333,22.681368,20.322213,25.624451,26.161757,25.057542,25.388921,24.568833,26.823048,25.816099,25.33696,25.961639,25.306924,24.784781,25.76246,25.072382,24.359457,23.61143,22.707562,21.725112,26.147746139093275,25.390819773845802,24.88957399112805,21.06174292050337,26.31853353250841,25.95814583813118,25.712744491517768,22.062175511529848,25.29808600997127,24.819433300108965,21.060916877717247,25.85542985731612,25.631068786200892,22.05976542523769
2018-09-23 15:03:00.344,34.23272,41.447677,25.97652333333333,25.30603833333333,24.99475033333333,22.57114666666667,20.217561,25.585005,26.159768,25.052718,25.259935,24.46852,26.810168,25.802242,25.31716,26.013971,25.232442,24.671702,25.720832,25.016783,24.246636,23.477483,22.63426,21.601697,26.19431029471625,25.34543784383059,24.77732023348967,20.83595447297693,26.382453994556798,26.03211384620091,25.72431188326875,21.75892577019113,25.205308836144823,24.66998781788291,20.83407187965319,25.87273859891029,25.59566326416085,21.7532303858573
2018-09-23 15:04:00.344,36.8474,41.569607,25.959690333333334,25.291420000000002,24.930595,22.471270999999998,20.087715,25.458969,26.161757,25.027634,25.246044,24.422458,26.795306,25.789375,25.29439,26.027795,25.212129,24.634336,25.698565,24.939954,24.153266,23.43581,22.551313,21.42669,26.232591868306013,25.295422455343605,24.668243466717076,20.64598388097253,26.438675128443002,26.06408410580612,25.70787882677136,21.533877094249817,25.11132943318271,24.52546441292624,20.64266595400339,25.85404582517135,25.535584642384638,21.523575371571106
2018-09-23 15:05:00.344,35.302802,41.639989,25.945827666666666,25.25864466666667,24.854450333333336,22.374666,20.085777,25.394509,26.157779,25.002549,25.2262,24.31498,26.783416,25.775517,25.27855,25.955714,25.19375,24.62647,25.587234,24.878289,24.097828,23.308809,22.425928,21.389261,26.26417921927859,25.24869365918325,24.571881034128303,20.558135304638732,26.488177087586923,26.081421563693517,25.684636620563836,21.41559515518329,25.026217180669175,24.3973834745114,20.55312055964205,25.822592276969022,25.469316965363326,21.399660254695338
2018-09-23 15:06:00.344,35.336696,41.567625,25.93196533333333,25.238362,24.821806,22.31307266666667,20.055738,25.365646,26.15579,24.961062,25.092253,24.200337,26.770536,25.76166,25.2637,26.066303,25.155058,24.493725,25.563999,24.883344,24.018075,23.204628,22.419176,21.315414,26.290499440241852,25.209067073073047,24.49207263356075,20.484347528847785,26.532046968619145,26.094182748355703,25.66365734460971,21.32359687654077,24.952382284148324,24.28879954136931,20.47749312890447,25.79119551557948,25.408545100053786,21.30133265580936
2018-09-23 15:07:00.344,33.020283,41.369365,25.919422,25.207133666666664,24.77448433333333,22.164111,19.829961,25.338707,26.15579,24.934048,25.219255,24.120496,26.755674,25.753742000000006,25.24885,25.841176,25.174404,24.605821,25.523339,24.750916,24.049198,23.163947,22.181909,21.146477,26.312645632474066,25.17542829951384,24.42443627760061,20.301708017791146,26.571241675035793,26.10555117921688,25.64639854256937,21.152285219621227,24.88857045559297,24.195424227464642,20.2929690734736,25.76350885061192,25.355305405641065,21.123314333204995
2018-09-23 15:08:00.344,35.022934,41.239504,25.904569,25.12765866666666,24.70632166666667,22.053983,19.783449,25.242497,26.153801,24.951414,25.145832,24.058057,26.742793,25.740874,25.23004,25.769096,25.125072,24.488808,25.402327,24.729687,23.986951,22.995273,22.096069,21.070607,26.3314620696456,25.146530510094443,24.36631796605681,20.212166943462588,26.60656192276813,26.116599817748828,25.632991662860327,21.060325730174206,24.83128623368701,24.113014793234488,20.20156206941679,25.73820454589989,25.308055865317694,21.02451882769433
2018-09-23 15:09:00.344,34.157184,41.303939,25.891698,25.093904666666663,24.64216733333333,21.97368733333333,19.706898,25.220369,26.150817,24.919576,25.129957,23.966956,26.734867,25.728997,25.21123,25.711827,25.109595,24.460292000000006,25.399422,24.629608,23.897472,22.952609,22.012157,20.956296,26.347616341310058,25.1216497957027,24.316284729446448,20.122812884219,26.638667584637552,26.12774346500835,25.623227933981052,20.973170985283357,24.781036178269048,24.041108716826948,20.110402303514658,25.71518883751524,25.26632459504841,20.930565530895297
